Student_ID,Country,Gender,birthdate,Sub_Type
STU401,Vietnam,Male,5/8/2001,Free
STU402,Vietnam,Female,11/4/2000,Premium
STU403,India,Male,3/4/2000,Basic
STU404,Paraguay,Male,4/22/2006,Basic
STU405,S. Korea,Female,10/12/1999,Premium
STU406,China,Male,9/22/1998,Free
STU407,China,Female,9/6/2004,Premium
STU408,Colombia,Female,7/8/2000,Premium
STU409,China,Male,12/8/2002,Premium
STU410,China,Male,6/25/2002,Basic
STU411,Pakistan,Male,3/21/2002,Premium
STU412,Guatamala,Male,12/10/2004,Premium
STU413,Vietnam,Male,8/26/1999,Free
STU414,Vietnam,Male,5/21/1998,Premium
STU415,Cambodia,Female,5/29/2004,Premium
STU416,France,Male,10/8/1999,Premium
STU417,France,Male,3/23/2004,Free
STU418,Saudi Arabia,Male,5/9/1997,Premium
STU419,Brazil,Male,5/26/1999,Free
STU420,Italy,Female,11/23/1997,Basic
STU421,Greece,Male,3/4/2000,Premium
STU422,Vietnam,Female,4/25/1999,Premium
STU423,Vietnam,Male,2/29/2004,Basic
STU424,Guatamala,Female,9/8/1998,Free
STU425,Israel,Male,8/8/2001,Premium
STU426,El Salvador,Male,1/14/2001,Free
STU427,Venezuala,Male,11/21/2003,Premium
STU428,Mexico,Male,3/13/2003,Free
STU429,Mexico,Male,5/26/1998,Basic
STU430,Brazil,Female,3/7/2003,Free
STU431,Malaysia,Male,11/18/2005,Basic
STU432,China,Male,9/22/2004,Basic
STU433,China,Male,5/25/2003,Free
STU434,China,Female,9/6/2005,Premium
STU435,Pakistan,Male,7/11/2003,Basic
STU436,Israel,Female,10/24/1998,Basic
STU437,Taiwan,Female,3/23/2006,Basic
STU438,Taiwan,Female,7/8/2005,Premium
STU439,Taiwan,Male,4/11/2000,Premium
STU440,France,Male,9/15/1997,Basic
STU441,France,Male,9/30/2000,Premium
STU442,France,Male,2/12/2001,Free
STU443,Saudi Arabia,Male,10/14/2002,Premium
STU444,Saudi Arabia,Male,11/8/2000,Free
STU445,Argentina,Male,3/25/1998,Premium
STU446,Argentina,Female,8/5/1998,Premium
STU447,Peru,Male,6/3/2000,Basic
STU448,Greece,Male,10/2/2003,Basic
STU449,Portugal,Male,12/25/2004,Premium
STU450,Portugal,Male,10/5/2002,Free
STU451,Vietnam,Male,12/1/2005,Basic
STU452,Vietnam,Male,7/28/2005,Basic
STU453,Vietnam,Male,7/17/2004,Basic
STU454,Indonesia,Male,9/14/1998,Free
STU455,Venezuala,Male,8/18/2002,Premium
STU456,Egypt,Female,4/30/2004,Basic
STU457,Hungary,Female,7/3/2004,Basic
STU458,Paraguay,Male,9/30/2006,Free
STU459,S. Korea,Female,2/24/1998,Premium
STU460,Colombia,Female,3/5/2005,Premium
STU461,Colombia,Male,6/8/2003,Basic
STU462,China,Male,7/28/2004,Free
STU463,Taiwan,Female,3/3/1998,Basic
STU464,Taiwan,Male,6/12/1998,Free
STU465,Taiwan,Female,11/4/1998,Free
STU466,France,Male,11/23/2001,Premium
STU467,France,Male,8/20/2003,Free
STU468,Saudi Arabia,Female,4/24/2005,Basic
STU469,Spain,Male,6/2/2000,Free
STU470,Portugal,Female,10/4/2003,Free
STU471,Portugal,Male,4/20/1999,Premium
STU472,Singapore,Female,9/13/2004,Free
STU473,Vietnam,Male,3/27/2006,Premium
STU474,Israel,Female,5/5/2005,Premium
STU475,Nigeria,Male,4/6/2003,Basic
STU476,Pakistan,Male,8/13/2003,Basic
STU477,S. Korea,Female,12/3/2000,Free
STU478,Germany,Female,11/19/1998,Free
STU479,Germany,Female,3/22/2000,Free
STU480,Kenya,Male,4/14/2005,Free
STU481,Kenya,Female,1/8/2005,Free
STU482,S. Korea,Male,4/19/1999,Free
STU483,S. Korea,Female,5/2/2004,Free
STU484,S. Korea,Female,7/24/2004,Free
STU485,Brazil,Female,11/5/2000,Free
STU486,Germany,Male,5/4/2006,Free
STU487,Argentina,Male,4/1/2000,Free
STU488,S. Korea,Male,1/22/2005,Free
STU489,Germany,Male,9/12/2002,Free
STU490,Vietnam,Female,6/12/2002,Free
STU491,France,Male,11/26/2001,Free
STU492,Kenya,Male,6/3/2001,Free
STU493,Kenya,Male,9/23/2002,Free
STU494,Turkey,Male,4/5/2000,Free
STU495,S.Korea,Male,5/7/1999,Free
STU496,Brazil,Female,11/7/2003,Free
STU497,Germany,Male,10/9/2005,Free
STU498,France,Female,11/4/2005,Free
STU499,Argentina,Female,10/24/2005,Free
STU500,Kenya,Male,4/22/1998,Free
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,8/8/2006,
,,,10/5/1998,
,,,2/4/2001,
,,,9/9/1997,
,,,9/7/2005,
,,,12/11/1999,
,,,10/21/1997,
,,,5/31/2006,
,,,7/15/1998,
,,,11/30/2005,
,,,3/5/2005,
,,,12/12/2004,
,,,7/8/2000,
,,,10/27/1997,
,,,10/15/1999,
,,,6/8/2003,
,,,8/18/2005,
